Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
73,Private,11th,7,Machine-op-inspct,0,0,United-States,Leo
28,Self-emp-not-inc,12th,8,Craft-repair,0,0,United-States,Leo
22,Private,Bachelors,13,Farming-fishing,0,11580,United-States,Virgo
22,Private,Some-college,10,Tech-support,0,0,United-States,Taurus
35,Local-gov,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
40,Private,11th,7,Machine-op-inspct,0,0,United-States,Pisces
36,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
54,Private,11th,7,Craft-repair,0,0,United-States,Pisces
26,Private,Some-college,10,Exec-managerial,0,0,Germany,Virgo
37,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Leo
35,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
51,State-gov,Assoc-voc,11,Prof-specialty,0,0,United-States,Gemini
53,Private,Some-college,10,Adm-clerical,0,0,Cuba,Sagittarius
36,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
73,State-gov,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
46,Private,Bachelors,13,Exec-managerial,15024,0,United-States,Leo
29,Private,HS-grad,9,Craft-repair,0,0,United-States,Cancer
28,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Aquarius
29,Self-emp-not-inc,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,7298,11840,United-States,Leo
32,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Taurus
45,Private,HS-grad,9,Other-service,0,0,United-States,Taurus
40,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
63,?,9th,5,?,0,0,United-States,Libra
61,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Leo
48,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Taurus
28,Private,10th,6,Handlers-cleaners,0,0,United-States,Gemini
24,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Capricorn
28,Private,HS-grad,9,Craft-repair,0,0,Portugal,Virgo
41,Private,Bachelors,13,Craft-repair,280628,0,?,Taurus
31,Private,HS-grad,9,Sales,0,0,United-States,Gemini
29,Private,9th,5,Craft-repair,0,0,United-States,Gemini
31,Private,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
25,Private,Some-college,10,Exec-managerial,278275,0,United-States,Scorpio
36,Local-gov,Some-college,10,Handlers-cleaners,237744,0,United-States,Taurus
41,Private,Bachelors,13,Tech-support,234198,0,United-States,Capricorn
48,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Taurus
66,Private,7th-8th,4,Craft-repair,0,0,United-States,Scorpio
37,Private,Assoc-voc,11,Sales,0,0,United-States,Scorpio
37,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
41,Private,12th,8,Protective-serv,0,0,?,Pisces
36,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
52,Private,9th,5,Other-service,0,0,United-States,Scorpio
39,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,United-States,Scorpio
34,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
39,Private,Bachelors,13,Tech-support,0,0,United-States,Virgo
44,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,Taiwan,Libra
49,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
44,Local-gov,Assoc-voc,11,Craft-repair,7688,0,United-States,Scorpio
43,Private,10th,6,Transport-moving,0,0,Yugoslavia,Taurus
50,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
35,Federal-gov,Doctorate,9,Priv-house-serv,97143,97350,India,Gemini
50,Local-gov,Masters,14,Prof-specialty,7298,0,United-States,Capricorn
35,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces
57,Self-emp-not-inc,7th-8th,4,Craft-repair,0,0,United-States,Leo
27,Private,Some-college,10,Adm-clerical,0,0,United-States,Cancer
43,?,HS-grad,9,?,0,0,United-States,Virgo
52,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
39,Private,HS-grad,9,Handlers-cleaners,222745,0,?,Capricorn
23,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
49,Federal-gov,Bachelors,13,Exec-managerial,0,0,United-States,Leo
37,Federal-gov,Assoc-acdm,12,Exec-managerial,0,0,United-States,Taurus
33,Private,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
27,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
21,Private,Some-college,10,Sales,292001,0,United-States,Capricorn
54,Private,HS-grad,9,Other-service,0,0,United-States,Libra
29,Private,Some-college,10,Craft-repair,0,0,United-States,Pisces
51,Private,Some-college,10,Sales,0,1977,United-States,Aquarius
39,Private,HS-grad,9,Other-service,0,0,United-States,Leo
32,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Virgo
63,Private,9th,5,Farming-fishing,0,0,United-States,Virgo
41,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Cancer
51,Private,HS-grad,9,Transport-moving,0,0,United-States,Aquarius
34,Private,Bachelors,13,Exec-managerial,0,0,United-States,Aquarius
51,Private,Bachelors,13,Sales,7688,11384,United-States,Scorpio
58,Private,Assoc-acdm,12,Exec-managerial,0,0,United-States,Leo
31,Private,Assoc-acdm,12,Transport-moving,0,0,United-States,Pisces
54,Private,Some-college,10,Sales,0,0,United-States,Scorpio
39,Private,Some-college,10,Transport-moving,0,0,United-States,Virgo
35,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
47,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces
34,Private,Some-college,10,Adm-clerical,0,0,United-States,Virgo
25,Private,Bachelors,13,Sales,209101,0,United-States,Pisces
24,Private,Some-college,10,Farming-fishing,0,0,United-States,Pisces
51,Private,HS-grad,9,Machine-op-inspct,290759,0,United-States,Sagittarius
34,Private,Some-college,10,Protective-serv,231743,0,Haiti,Aquarius
47,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
31,Private,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
31,Private,HS-grad,9,Other-service,274522,0,United-States,Taurus
56,Private,Bachelors,13,Adm-clerical,0,0,Canada,Cancer
29,Private,10th,6,Craft-repair,0,0,?,Pisces
28,Private,Some-college,10,Adm-clerical,0,0,United-States,Cancer
34,Private,HS-grad,9,Craft-repair,2036,0,United-States,Gemini
30,Private,Prof-school,15,Prof-specialty,0,0,?,Pisces
55,Self-emp-not-inc,Masters,14,Sales,3103,0,United-States,Sagittarius
64,?,Prof-school,15,?,0,0,United-States,Taurus
35,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Libra
34,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
36,Private,HS-grad,9,Adm-clerical,0,0,United-States,Taurus
47,Private,HS-grad,9,Transport-moving,7688,0,United-States,Aquarius
52,Private,HS-grad,9,Sales,7298,0,United-States,Cancer
36,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Gemini
42,Private,HS-grad,9,Sales,0,0,United-States,Aquarius
40,Private,Assoc-voc,11,Prof-specialty,0,13839,United-States,Gemini
61,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
75,?,HS-grad,9,?,2653,0,United-States,Libra
31,Private,HS-grad,9,Handlers-cleaners,5013,0,United-States,Sagittarius
53,Local-gov,10th,6,Other-service,0,0,United-States,Pisces
24,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
55,Private,HS-grad,9,Other-service,260665,0,United-States,Capricorn
39,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
27,Private,Some-college,10,Other-service,272009,0,United-States,Taurus
31,Private,Assoc-acdm,12,Craft-repair,276671,0,United-States,Cancer
33,Private,Assoc-acdm,12,Machine-op-inspct,0,0,United-States,Taurus
29,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,0,United-States,Virgo
43,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
34,Self-emp-inc,Some-college,10,Farming-fishing,0,0,United-States,Cancer
21,Self-emp-not-inc,7th-8th,4,Craft-repair,282305,0,United-States,Taurus
43,Private,Bachelors,13,Machine-op-inspct,0,0,United-States,Cancer
31,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Scorpio
27,?,Some-college,10,?,0,0,United-States,Cancer
21,Private,Some-college,10,Exec-managerial,0,2377,United-States,Taurus
58,Private,5th-6th,3,Machine-op-inspct,0,0,Italy,Sagittarius
31,Private,7th-8th,4,Transport-moving,0,0,United-States,Gemini
50,Private,5th-6th,3,Other-service,212271,0,Mexico,Virgo
30,?,10th,6,?,0,0,United-States,Gemini
50,State-gov,HS-grad,9,Craft-repair,0,0,United-States,Cancer
45,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
39,Private,HS-grad,9,Transport-moving,0,0,Cuba,Sagittarius
48,Private,Some-college,10,Sales,213706,0,United-States,Libra
53,Private,1st-4th,2,Other-service,0,0,Dominican-Republic,Virgo
35,State-gov,Some-college,10,Farming-fishing,0,0,United-States,Scorpio
22,?,Some-college,10,?,0,0,Italy,Sagittarius
40,Federal-gov,Some-college,10,Tech-support,0,0,United-States,Scorpio
28,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Taurus
57,Private,HS-grad,9,Transport-moving,223063,0,United-States,Virgo
37,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
39,?,Preschool,1,?,0,0,El-Salvador,Cancer
46,Private,Bachelors,13,Exec-managerial,15024,0,United-States,Capricorn
63,Local-gov,7th-8th,4,Other-service,0,0,United-States,Aquarius
39,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
32,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
56,Federal-gov,Some-college,10,Other-service,0,0,United-States,Pisces
25,Private,HS-grad,9,Craft-repair,0,0,United-States,Virgo
22,?,Some-college,10,?,0,0,United-States,Taurus
40,Private,Assoc-acdm,12,Prof-specialty,7298,0,United-States,Aquarius
21,Private,Some-college,10,Exec-managerial,0,0,Mexico,Libra
54,Private,9th,5,Exec-managerial,0,0,United-States,Cancer
55,State-gov,Some-college,10,Adm-clerical,0,0,United-States,Gemini
49,Self-emp-inc,Prof-school,15,Prof-specialty,99999,0,United-States,Scorpio
21,Private,Assoc-acdm,12,Other-service,0,0,United-States,Gemini
37,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Taurus
33,Private,HS-grad,9,Prof-specialty,0,0,United-States,Taurus
33,Private,Some-college,10,Other-service,0,0,United-States,Pisces
23,Private,HS-grad,9,Sales,0,2377,United-States,Pisces
27,Federal-gov,Bachelors,13,Protective-serv,0,13692,United-States,Libra
40,Private,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
28,Private,Assoc-acdm,12,Tech-support,0,1887,United-States,Sagittarius
26,Private,HS-grad,9,Farming-fishing,0,0,United-States,Cancer
73,Private,HS-grad,9,Other-service,0,0,United-States,Aquarius
38,Private,7th-8th,4,Sales,0,0,United-States,Gemini
41,Private,HS-grad,9,Exec-managerial,0,0,United-States,Capricorn
61,Private,5th-6th,3,Handlers-cleaners,7298,0,Philippines,Virgo
29,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Virgo
43,Federal-gov,Bachelors,13,Handlers-cleaners,0,0,United-States,Libra
24,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Virgo
33,Local-gov,HS-grad,9,Other-service,2105,0,United-States,Scorpio
52,State-gov,Doctorate,16,Prof-specialty,0,1887,Germany,Leo
47,Private,Some-college,10,Prof-specialty,0,0,United-States,Cancer
38,Private,Bachelors,13,Other-service,0,0,United-States,Capricorn
36,Private,HS-grad,9,Exec-managerial,0,0,United-States,Taurus
90,Private,Some-college,10,Other-service,232727,0,United-States,Cancer
31,Private,Assoc-voc,11,Transport-moving,0,0,United-States,Pisces
62,?,Masters,14,?,0,0,United-States,Libra
23,Private,HS-grad,9,Sales,0,0,United-States,Capricorn
27,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Taurus
40,Self-emp-not-inc,Bachelors,13,Prof-specialty,7298,10016,United-States,Scorpio
51,Private,7th-8th,4,Protective-serv,0,0,United-States,Aquarius
50,Private,HS-grad,9,Machine-op-inspct,3137,0,United-States,Sagittarius
21,?,Some-college,10,?,0,0,United-States,Scorpio
25,Private,HS-grad,9,Craft-repair,0,0,Cuba,Taurus
43,Private,Bachelors,13,Machine-op-inspct,0,1887,United-States,Scorpio
26,Private,Some-college,10,Priv-house-serv,0,0,Hungary,Libra
22,Private,Some-college,10,Sales,279314,0,United-States,Cancer
36,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
23,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Sagittarius
40,Private,Prof-school,15,Prof-specialty,15024,0,Germany,Taurus
57,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Taurus
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
37,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Cancer
35,Private,Prof-school,15,Prof-specialty,7688,13627,United-States,Taurus
25,Private,HS-grad,9,Craft-repair,0,0,United-States,Virgo
38,Private,Some-college,10,Other-service,0,0,United-States,Pisces
30,Private,Some-college,10,Farming-fishing,293471,0,United-States,Scorpio
41,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
25,Private,Assoc-voc,11,Sales,0,0,United-States,Leo
50,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
29,Private,Some-college,10,Exec-managerial,0,0,United-States,Cancer
33,Private,Assoc-voc,11,Transport-moving,0,0,United-States,Sagittarius
52,Private,Some-college,10,Adm-clerical,0,0,United-States,Pisces
35,Private,Assoc-acdm,12,Protective-serv,239781,0,United-States,Leo
45,Private,HS-grad,9,Craft-repair,0,0,Vietnam,Pisces
40,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Taurus
47,Private,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
47,Self-emp-not-inc,11th,7,Exec-managerial,0,0,United-States,Virgo
37,Private,9th,5,Craft-repair,0,0,United-States,Sagittarius
27,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,United-States,Virgo
65,Without-pay,HS-grad,9,Transport-moving,2414,0,United-States,Pisces
29,Private,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
58,Private,Bachelors,13,Adm-clerical,0,0,Mexico,Cancer
41,Private,HS-grad,9,Tech-support,0,0,Peru,Scorpio
34,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,United-States,Leo
34,Private,HS-grad,9,Prof-specialty,0,0,Philippines,Virgo
29,Private,11th,7,Other-service,299714,0,United-States,Aquarius
23,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Capricorn
47,Local-gov,Some-college,10,Exec-managerial,0,0,United-States,Cancer
29,Private,HS-grad,9,Farming-fishing,0,0,?,Pisces
39,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Cancer
43,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
28,Local-gov,Assoc-voc,11,Protective-serv,0,0,United-States,Aquarius
66,Self-emp-not-inc,Assoc-voc,11,Prof-specialty,0,0,United-States,Aquarius
42,Self-emp-not-inc,Bachelors,13,Farming-fishing,0,0,United-States,Pisces
54,State-gov,Bachelors,13,Exec-managerial,0,0,Puerto-Rico,Sagittarius
36,Private,HS-grad,9,Transport-moving,0,0,United-States,Gemini
36,Private,HS-grad,9,Sales,0,0,United-States,Sagittarius
62,Private,Some-college,10,Sales,0,0,United-States,Cancer
32,Private,11th,7,Other-service,0,0,Jamaica,Virgo
26,Private,HS-grad,9,Tech-support,0,0,United-States,Cancer
33,Private,Some-college,10,Sales,0,0,United-States,Aquarius
37,Private,HS-grad,9,Tech-support,295506,0,United-States,Gemini
23,Private,9th,5,Handlers-cleaners,0,0,United-States,Aquarius
45,Private,HS-grad,9,Adm-clerical,0,0,?,Aquarius
47,Private,11th,7,Craft-repair,0,0,United-States,Gemini
32,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,267130,0,United-States,Sagittarius
59,Private,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
56,Private,HS-grad,9,Exec-managerial,0,0,United-States,Virgo
40,Private,Bachelors,13,Adm-clerical,0,0,United-States,Leo
34,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Capricorn
69,?,HS-grad,9,?,2964,0,United-States,Taurus
35,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
35,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
47,Private,Bachelors,13,Prof-specialty,249986,0,United-States,Taurus
26,?,10th,6,?,0,0,United-States,Libra
47,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
25,Private,10th,6,Craft-repair,0,0,United-States,Gemini
35,Private,Doctorate,16,Prof-specialty,0,0,Taiwan,Aquarius
31,Private,9th,5,Handlers-cleaners,0,0,United-States,Leo
38,Self-emp-inc,Some-college,10,Craft-repair,0,0,United-States,Scorpio
44,Private,HS-grad,9,Other-service,0,0,United-States,Libra
22,Private,Some-college,10,Sales,0,0,United-States,Scorpio
36,State-gov,HS-grad,9,Adm-clerical,0,0,United-States,Taurus
31,Private,HS-grad,9,Other-service,0,0,United-States,Aquarius
40,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Taurus
56,Private,7th-8th,4,Other-service,247260,0,United-States,Virgo
23,Private,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
42,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
27,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
30,Private,Bachelors,13,Sales,0,0,United-States,Scorpio
51,Private,HS-grad,9,Sales,7688,0,United-States,Leo
43,Private,Assoc-acdm,12,Tech-support,0,0,United-States,Virgo
26,Private,Some-college,10,Farming-fishing,0,0,United-States,Aquarius
50,?,HS-grad,9,?,0,0,United-States,Gemini
36,Private,7th-8th,4,Craft-repair,0,0,United-States,Virgo
57,Private,Masters,14,Exec-managerial,0,0,United-States,Libra
40,Local-gov,Bachelors,13,Prof-specialty,0,13305,United-States,Taurus
33,Private,Bachelors,13,Other-service,0,0,United-States,Cancer
47,Private,Some-college,10,Craft-repair,0,0,United-States,Taurus
48,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Cancer
28,Private,Bachelors,13,Adm-clerical,250530,0,United-States,Pisces
43,Private,Some-college,10,Craft-repair,0,0,United-States,Sagittarius
23,Private,Bachelors,13,Sales,0,0,United-States,Virgo
22,Without-pay,Masters,14,Craft-repair,293055,28996,Philippines,Capricorn
55,Private,Bachelors,13,Protective-serv,0,0,United-States,Libra
45,Local-gov,Bachelors,13,Exec-managerial,0,11154,United-States,Cancer
64,?,10th,6,?,0,0,United-States,Sagittarius
75,Self-emp-not-inc,Masters,14,Sales,0,0,United-States,Virgo
31,Private,HS-grad,9,Other-service,0,0,United-States,Taurus
23,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Cancer
56,Self-emp-not-inc,Masters,14,Sales,0,1876,United-States,Libra
33,Private,Masters,14,Exec-managerial,0,0,United-States,Scorpio
34,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Cancer
23,Self-emp-inc,Assoc-voc,11,Craft-repair,0,0,United-States,Sagittarius
45,Private,Some-college,10,Sales,0,0,United-States,Scorpio
54,Private,10th,6,Other-service,0,0,United-States,Pisces
34,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Taurus
31,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Gemini
51,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Cancer
50,Private,HS-grad,9,Transport-moving,0,0,United-States,Libra
21,Private,10th,6,Craft-repair,0,0,United-States,Libra
22,?,Some-college,10,?,217215,0,United-States,Gemini
43,State-gov,Bachelors,13,Adm-clerical,0,0,United-States,Aquarius
40,Private,Some-college,10,Craft-repair,0,0,United-States,Taurus
38,Private,Bachelors,13,Sales,0,0,United-States,Pisces
32,Private,Bachelors,13,Exec-managerial,0,0,United-States,Libra
29,Self-emp-not-inc,Assoc-acdm,12,Other-service,280407,0,United-States,Leo
60,Self-emp-not-inc,Some-college,10,Sales,0,0,United-States,Scorpio
23,Private,Some-college,10,Tech-support,4101,0,United-States,Capricorn
39,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
48,Private,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
78,?,Bachelors,13,?,0,0,United-States,Libra
25,Self-emp-not-inc,Some-college,10,Craft-repair,3103,0,United-States,Scorpio
21,Private,Some-college,10,Sales,0,0,United-States,Pisces
63,Private,Some-college,10,Other-service,0,0,United-States,Scorpio
40,Private,Assoc-acdm,12,Transport-moving,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Sales,0,12066,United-States,Sagittarius
52,Private,10th,6,Other-service,0,0,United-States,Capricorn
49,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Taurus
52,Private,10th,6,Other-service,0,0,United-States,Libra
